47	1	66	9
47	1	67	8
47	1	68	11
47	1	69	10
47	1	70	7
47	1	71	9
47	1	72	8
47	1	73	14
47	1	74	10
47	1	75	8
47	1	76	13
47	1	77	9
47	1	78	10
47	1	79	11
47	2	0	14
47	2	1	13
47	2	2	12
47	2	3	10
47	2	4	14
47	2	5	11
47	2	6	12
47	2	7	8
47	2	8	9
47	2	9	11
47	2	10	10
47	2	11	14
47	2	12	12
47	2	13	13
47	2	14	10
47	2	15	14
47	2	16	11
47	2	17	13
47	2	18	12
47	2	19	11
47	2	20	1
47	2	21	2
47	2	22	3
47	2	23	9
47	2	24	14
47	2	25	11
47	2	26	9
47	2	27	8
47	2	28	10
47	2	29	13
47	2	30	9
47	2	31	7
47	2	32	8
47	2	33	12
47	2	34	9
47	2	35	14
47	2	36	8
47	2	37	9
47	2	38	10
47	2	39	13
47	2	40	14
47	2	41	10
47	2	42	4
47	2	43	5
47	2	44	14
47	2	45	6
47	2	46	12
47	2	47	9
47	2	48	13
47	2	49	7
47	2	50	12
47	2	51	11
47	2	52	7
47	2	53	12
47	2	54	11
47	2	55	13
47	2	56	9
47	2	57	6
47	2	58	13
47	2	59	7
47	2	60	11
47	2	61	10
47	2	62	7
47	2	63	8
47	2	64	6
47	2	65	14
47	2	66	13
47	2	67	6
47	2	68	10
47	2	69	9
47	2	70	8
47	2	71	10
47	2	72	12
47	2	73	14
47	2	74	7
47	2	75	13
47	2	76	14
47	2	77	11
47	2	78	8
47	2	79	6
47	3	0	9
47	3	1	10
47	3	2	11
47	3	3	6
47	3	4	9
47	3	5	10
47	3	6	13
47	3	7	12
47	3	8	14
47	3	9	10
47	3	10	11
47	3	11	9
47	3	12	13
47	3	13	8
47	3	14	12
47	3	15	9
47	3	16	13
47	3	17	8
47	3	18	12
47	3	19	14
47	3	20	1
47	3	21	2
47	3	22	3
47	3	23	10
47	3	24	14
47	3	25	11
47	3	26	13
47	3	27	6
47	3	28	14
47	3	29	12
47	3	30	11
47	3	31	13
47	3	32	7
47	3	33	14
47	3	34	12
47	3	35	11
47	3	36	13
47	3	37	8
47	3	38	14
47	3	39	12
47	3	40	9
47	3	41	11
47	3	42	4
47	3	43	5
47	3	44	12
47	3	45	8
47	3	46	6
47	3	47	11
47	3	48	7
47	3	49	6
47	3	50	9
47	3	51	8
47	3	52	10
47	3	53	9
47	3	54	13
47	3	55	10
47	3	56	6
47	3	57	7
47	3	58	10
47	3	59	11
47	3	60	14
47	3	61	13
47	3	62	7
47	3	63	10
47	3	64	9
47	3	65	8
47	3	66	7
47	3	67	6
47	3	68	12
47	3	69	13
47	3	70	7
47	3	71	6
47	3	72	11
47	3	73	10
47	3	74	7
47	3	75	9
47	3	76	14
47	3	77	8
47	3	78	12
47	3	79	14
47	4	0	13
47	4	1	10
47	4	2	14
47	4	3	7
47	4	4	11
47	4	5	13
47	4	6	9
47	4	7	12
47	4	8	11
47	4	9	13
47	4	10	12
47	4	11	9
47	4	12	11
47	4	13	10
47	4	14	13
47	4	15	7
47	4	16	12
47	4	17	11
47	4	18	6
47	4	19	14
47	4	20	1
47	4	21	2
47	4	22	3
47	4	23	10
47	4	24	12
47	4	25	8
47	4	26	13
47	4	27	14
47	4	28	9
47	4	29	12
47	4	30	14
47	4	31	8
47	4	32	9
47	4	33	10
47	4	34	13
47	4	35	9
47	4	36	14
47	4	37	7
47	4	38	13
47	4	39	9
47	4	40	11
47	4	41	6
47	4	42	4
47	4	43	5
47	4	44	10
47	4	45	14
47	4	46	7
47	4	47	12
47	4	48	10
47	4	49	11
47	4	50	14
47	4	51	12
47	4	52	11
47	4	53	9
47	4	54	13
47	4	55	6
47	4	56	10
47	4	57	11
47	4	58	7
47	4	59	6
47	4	60	12
47	4	61	13
47	4	62	10
47	4	63	8
47	4	64	13
47	4	65	14
47	4	66	12
47	4	67	9
47	4	68	8
47	4	69	6
47	4	70	14
47	4	71	10
47	4	72	9
47	4	73	8
47	4	74	14
47	4	75	6
47	4	76	12
47	4	77	7
47	4	78	11
47	4	79	8
